title,average_rating,pagesNumber,RatingDist4,RatingDistTotal,PublishMonth,PublishDay,Publisher,CountsOfReview,PublishYear,Language,author,genres,description,rating,RatingDist2,RatingDist5,ISBN,RatingDist3
"How to Ride a Motorcycle: A Rider's Guide to Strategy, Safety, and Skill Development",1:01,143,4:03,total:12,29,10,Motorbooks International,1,2005,,Pat Hahn,Self-Help,Sample Description 418,3.67,2:01,5:04,0760321140,3:03
Motorcycle Camping Made Easy,1:00,127,4:15,total:37,25,8,Whitehorse Press,1,2002,,Bob Woofter,History,Sample Description 419,3.62,2:02,5:05,1884313337,3:15
Dos Logos,1:00,444,4:39,total:114,1,9,Die Gestalten Verlag,1,2004,,Robert Klanten,Science,Sample Description 420,3.9699999999999998,2:06,5:39,3899550552,3:30
Logo Design Workbook: A Hands-On Guide to Creating Logos,1:04,240,0.231944444,total:306,1,3,Rockport Publishers,9,2006,,Sean Adams,Fntasy,Sample Description 421,3.9,2:26,0.282638889,1592532349,0.177083333
"LOGO Lounge: 2,000 International Identities by Leading Designers",1:04,191,4:43,total:121,1,9,Rockport Publishers,0,2004,eng,Catharine M. Fishel,Biography,Sample Description 422,3.91,2:03,5:39,1592530877,3:32
Letterhead and Logo Design 9,1:00,240,4:23,total:55,1,9,Rockport Publishers,2,2005,,Mine Design,Self-Help,Sample Description 423,4.22,2:00,5:22,1592531822,3:10
Los Logos: A Selected LOGO Collection,1:00,444,4:38,total:102,1,10,Gestalten,2,2002,,Nicholas Bourquin,History,Sample Description 424,3.96,2:08,5:34,3931126927,3:22
The Big Book of Logos 3,1:00,384,4:06,total:11,30,3,Harper Design,0,2004,,David E. Carter,Science,Sample Description 425,4.18,2:01,5:04,0060596880,3:00
Great Short Works,1:20,720,0.707638889,total:2402,2,3,Harper Perennial Modern Classics,67,2004,,Leo Tolstoy,Fntasy,Sample Description 426,4.31,2:49,1.060416667,0060586974,0.352083333
The Death of Ivan Ilych And Other Stories,0.105555556,304,3.328472222,total:11317,1,4,Signet Classics,267,2003,eng,Leo Tolstoy,Biography,Sample Description 427,4.11,0.327777778,3.169444444,0451528808,1.552777778
War and Peace,4.975694444,1392,4:76471,total:250130,25,6,Oxford University Press,6350,1998,eng,Leo Tolstoy,Self-Help,Sample Description 428,4.12,2:12179,5:114496,,3:39879
Tolstoy Lied: A Love Story,1:24,336,0.295138889,total:615,1,9,Houghton Mifflin Harcourt,22,2006,,Rachel Kadish,History,Sample Description 429,3.45,0.145138889,0.2875,0618546693,0.265972222
The Kingdom of God Is Within You,1:53,352,0.931944444,total:3318,8,9,Dover Publications,212,2006,eng,Leo Tolstoy,Science,Sample Description 430,4.12,0.195833333,1.214583333,0486451380,0.508333333
Walk in the Light & Twenty-Three Tales,1:04,351,0.252777778,total:365,20,11,Orbis Books,22,2003,,Leo Tolstoy,Fntasy,Sample Description 431,4.15,2:13,0.31875,1570754608,0.170138889
The Poet of Tolstoy Park,1:12,254,0.339583333,total:664,1,12,Ballantine Books,7,2004,,Sonny Brewer,Biography,Sample Description 432,3.93,2:40,0.358333333,034547631X,0.227083333
Atlas Shrugged,1:35341,1168,4:90951,total:343606,1,8,Plume,14821,1999,eng,Ayn Rand,Self-Help,Sample Description 433,3.69,2:31732,5:123585,0452011876,3:61997
For the New Intellectual: The Philosophy of Ayn Rand,0.179861111,224,0.75625,total:2905,1,12,Signet Book,109,1963,eng,Ayn Rand,History,Sample Description 434,3.68,0.273611111,0.832638889,0451163087,0.6
The Fountainhead,1:19965,752,4:86078,total:288859,26,4,Dutton,230,2005,en-US,Ayn Rand,Science,Sample Description 435,3.87,2:20846,5:112705,0452286751,3:49265
The Virtue of Selfishness: A New Concept of Egoism,1.056944444,176,2.466666667,total:12285,1,11,Signet,473,1964,eng,Ayn Rand,Fntasy,Sample Description 436,3.51,0.9125,2.672916667,0451163931,2.047222222
Ayn Rand Answers: The Best of Her Q & A,1:16,241,0.296527778,total:614,1,11,Berkley Books,15,2005,,Robert Mayhew,Biography,Sample Description 437,4.16,2:27,0.410416667,0451216652,0.189583333
Anthem,5.032638889,105,4:40646,total:126792,1,12,NAL,7353,1999,eng,Ayn Rand,Self-Help,Sample Description 438,3.63,2:12858,5:33137,0452281253,3:32964
We the Living,0.542361111,464,6.183333333,total:25534,1,1,Signet,1094,1996,eng,Ayn Rand,History,Sample Description 439,3.91,1.238194444,6.371527778,0451187849,4.021527778
Capitalism: The Unknown Ideal,0.182638889,340,0.934722222,total:3743,15,7,Signet,156,1986,eng,Ayn Rand,Science,Sample Description 440,3.88,0.256944444,1.198611111,0451147952,0.651388889
Letters of Ayn Rand,1:17,681,0.265972222,total:472,1,2,NAL,2,1997,eng,Ayn Rand,Fntasy,Sample Description 441,3.9699999999999998,2:26,0.338194444,0452274044,0.19375
"Philosophy, Who Needs It / Ayn Rand: In",0.141666667,276,0.736111111,total:2686,1,6,Bobbs-Merrill,1,1988,,Ayn Rand,Biography,Sample Description 442,3.88,0.208333333,0.910416667,0672527251,0.49375
Sailing for Dummies,1:06,416,0.243055556,total:283,1,6,For Dummies,7,2006,eng,J.J. Isler,Self-Help,Sample Description 443,3.95,2:12,0.271527778,0471791431,0.169444444
The Complete Sailor: Learning the Art of Sailing,1:04,208,0.236111111,total:287,1,3,International Marine Publishing,14,1995,,David Seidman,History,Sample Description 444,4.31,2:06,0.309027778,0070571317,3:32
Sailing Fundamentals,1:02,224,0.230555556,total:239,1,8,Touchstone,12,2005,,Gary Jobson,Science,Sample Description 445,3.94,2:08,0.258333333,0743273087,0.170138889
Sailing from Byzantium: How a Lost Empire Shaped the World,1:06,335,0.365972222,total:757,25,7,Delacorte Press,83,2006,eng,Colin  Wells,Fntasy,Sample Description 446,3.88,2:46,0.361111111,0553803816,0.2625
Sailing Alone Around the Room: New and Selected Poems,0.216666667,172,3.145138889,total:12585,17,9,Random House Trade Paperbacks,635,2002,eng,Billy Collins,Biography,Sample Description 447,4.23,0.365277778,4.397916667,0375755195,1.239583333
Learning to Sail: The Annapolis Sailing School Guide for All Ages,1:00,112,4:18,total:42,22,4,International Marine Publishing,3,1994,,Diane Goodman,Self-Help,Sample Description 448,4.07,2:01,5:14,0070240140,3:09
The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,1:00,286,4:18,total:56,1,4,Lyons Press,5,2004,eng,Christopher Caswell,History,Sample Description 449,3.62,2:03,5:10,1592283195,3:25
"Sailing Smart: Winning Techniques, Tactics, And Strategies",1:00,208,4:16,total:34,15,4,Holt Paperbacks,0,1987,,Buddy Melges,Science,Sample Description 450,4.09,2:01,5:11,0805003517,3:06
The Handbook Of Sailing,1:00,352,4:36,total:80,11,8,Knopf,8,1992,,Bob Bond,Fntasy,Sample Description 451,4.05,2:06,5:27,0679740635,3:11
"Natural Cures ""They"" Don't Want You to Know about",0.284722222,571,0.415277778,total:1810,1,1,Alliance Publishing,286,2004,en-US,Kevin Trudeau,Biography,Sample Description 452,3.1,0.270833333,0.481944444,0975599518,0.429166667
More Natural Cures Revealed,1:43,358,0.218055556,total:391,9,5,Vanguard Press,51,2006,,Kevin Trudeau,Self-Help,Sample Description 453,3.41,2:52,0.286111111,0975599542,0.201388889
Natural Capitalism,1:18,416,0.654861111,total:1720,12,10,Back Bay Books,134,2000,,Paul Hawken,History,Sample Description 454,4,0.139583333,0.6,0316353000,0.370833333
The Natural,0.276388889,231,2.665277778,total:9768,7,7,Farrar Straus Giroux,680,2003,eng,Bernard Malamud,Science,Sample Description 455,3.63,0.732638889,1.644444444,0374502005,2.089583333
"Natural Hormone Balance for Women: Look Younger, Feel Stronger, and Live Life with Exuberance",1:02,320,4:52,total:153,1,1,Atria Books,16,2002,,Uzzi Reiss,Fntasy,Sample Description 456,4.08,2:10,0.252777778,0743406664,3:25
Natural Resource Conservation: Management for a Sustainable Future,1:02,656,4:06,total:31,1,9,Prentice Hall,0,2004,,Daniel D. Chiras,Biography,Sample Description 457,3.39,2:06,5:08,0131458329,3:09
The End of Print,1:10,160,0.327777778,total:734,1,11,Chronicle Books (CA),5,1995,,David Carson,Self-Help,Sample Description 458,4.06,2:39,0.418055556,0811811999,0.229861111
"Trek David Carson, Recent Werk",1:01,456,4:18,total:63,8,3,Gingko Press,3,2004,,David Carson,History,Sample Description 459,4.24,2:00,5:31,1584230460,3:13
David Carson 2ndsight,1:00,176,4:41,total:78,15,11,Universe,0,1997,,Lewis Blackwell,Science,Sample Description 460,4.06,2:02,5:22,078930127X,3:13
The Book of Probes,1:01,573,4:15,total:48,29,12,Gingko Press,4,2003,,Marshall McLuhan,Fntasy,Sample Description 461,4.15,2:02,5:22,1584230568,3:08
Ortlos: Architecture of the Net.Works,1:00,216,4:00,total:3,1,11,Hatje Cantz,0,2005,,Ivan Redi,Biography,Sample Description 462,4.33,2:00,5:02,3775716521,3:01
Digging to America,0.2625,277,5.428472222,total:19554,2,5,Alfred A. Knopf,1853,2006,eng,Anne Tyler,Self-Help,Sample Description 463,3.55,1.286805556,2.147222222,0307263940,5.079166667
"America: A Concise History, Volume 2: Since 1865",1:07,640,4:26,total:98,4,2,Bedford Books,4,2005,,James A. Henretta,History,Sample Description 464,3.83,2:03,5:36,0312416415,3:26
Rereading America: Cultural Contexts for Critical Thinking and Writing,1:18,826,0.251388889,total:322,21,1,Bedford Books,3,2004,eng,Gary Colombo,Science,Sample Description 465,3.7800000000000002,2:21,0.272916667,0312405545,0.172222222
Modern Latin America,1:06,528,0.265972222,total:366,7,10,"Oxford University Press, USA",11,2004,en-US,Thomas E. Skidmore,Fntasy,Sample Description 466,3.59,2:38,0.251388889,019517013X,0.20625
The Plot Against America,0.579861111,391,4:17320,total:40517,27,9,Vintage International,3049,2005,eng,Philip Roth,Biography,Sample Description 467,3.77,1.991666667,6.572916667,1400079497,3:10509
Covenant with Black America,1:11,254,0.245138889,total:330,22,2,Third World Press,22,2006,,Tavis Smiley,Self-Help,Sample Description 468,3.76,2:17,0.269444444,0883782774,0.195138889
Democracy in America,0.247222222,703,5.592361111,total:21652,1,3,Gateway Editions,2,2003,,Alexis de Tocqueville,History,Sample Description 469,4.02,0.815277778,5.76875,089526160X,3.2375
Naked Pictures of Famous People,0.247916667,164,2.211111111,total:9012,22,9,Dey Street Books,418,1999,en-GB,Jon   Stewart,Science,Sample Description 470,3.59,0.752083333,1.566666667,0688171621,2.105555556
Kierkegaard's Relations to Hegel Reconsidered,1:00,718,4:04,total:10,12,11,Cambridge University Press,0,2003,,Jon  Stewart,Fntasy,Sample Description 471,4.4,2:00,5:05,0521828384,3:01
"Swiss Graphic Design: The Origins and Growth of an International Style, 1920-1965",1:00,272,4:33,total:82,28,4,Yale University Press,5,2006,,Richard Hollis,Biography,Sample Description 472,4.35,2:00,5:39,0300106769,3:10
Swiss Design 2002: Netzwerke / Ra(c)Seaux / Networks,1:00,226,4:00,total:1,1,1,Lars Muller Publishers,0,2003,,Ruedi Baur,Self-Help,Sample Description 473,2,2:01,5:00,3037780010,3:00
Benzin: Young Swiss Graphic Design,1:00,336,4:01,total:8,1,10,Lars Muller Publishers,1,2001,,Thomas Bruggisser,History,Sample Description 474,4.12,2:02,5:05,3907078586,3:00
Swiss Design 2004,1:00,216,4:00,total:0,22,10,Lars Muller Publishers,0,2004,,Bundesamt fur Kultur,Science,Sample Description 475,0,2:00,5:00,3037780444,3:00
Swiss Design 2003: Desir Design,1:00,200,4:00,total:0,2,2,Lars Muller Publishers,0,2004,,Swiss Federal Office of Culture,Fntasy,Sample Description 476,0,2:00,5:00,3037780274,3:00
The Art of Structural Design: A Swiss Legacy,1:00,212,4:01,total:1,11,3,Princeton University Art Museum,0,2003,,David P. Billington,Biography,Sample Description 477,4,2:00,5:00,0300097867,3:00
Swiss Graphic Design,1:00,224,4:10,total:20,1,9,Gestalten Verlag,0,2000,,Hendrik Hellige,Self-Help,Sample Description 478,3.75,2:01,5:03,3931126366,3:06
Charted Swiss Folk Designs,1:00,32,4:00,total:1,1,1,Dover Publications,0,1978,,Elvira Parolini-Ruffini,History,Sample Description 479,2,2:01,5:00,0486235742,3:00
Guitar Chord Encyclopedia: 36 Chords in Each Key,1:01,312,4:02,total:15,1,1,Alfred Music,0,1993,,Steve Hall,Science,Sample Description 480,3.73,2:01,5:06,0882845292,3:05
"Incredible Chord Finder: Easy-to-Use Guide to Over 1,100 Guitar Chords",1:00,104,4:06,total:12,1,12,,1,1986,,Songbook,Fntasy,Sample Description 481,3.67,2:00,5:01,0881885940,3:05
Guitar Case Chord Book in Full Color - Compact Music Guides Series,1:00,48,4:01,total:2,1,3,Hal Leonard Publishing Corporation,0,2002,,Music Sales Corporation,Biography,Sample Description 482,4.5,2:00,5:01,0825619408,3:00
Chord Workbook for Guitar Volume One,1:00,176,4:01,total:5,1,4,Muse Eek Publishing Company,0,2001,,Bruce Arnold,Self-Help,Sample Description 483,4.4,2:00,5:03,1890944505,3:01
Guitar Chord Bible,1:02,256,4:16,total:84,26,8,Chartwell Books,3,2009,,Phil Capone,History,Sample Description 484,4.2,2:03,5:46,0785820833,3:17
"The Guitar Chord Wheel Book: Over 22,000 Chords!",1:00,336,4:02,total:8,1,1,Hal Leonard Publishing Corporation,1,1993,,Hal Leonard Publishing Company,Science,Sample Description 485,4,2:00,5:03,0793519977,3:03
Red Hot Chili Peppers,1:01,141,4:01,total:5,1,7,Hal Leonard Publishing Corporation,0,2005,,Hal Leonard Publishing Company,Fntasy,Sample Description 486,4,2:00,5:03,0634096486,3:00
Mel Bays Guitar Chords,1:00,48,4:02,total:20,1,1,,2,1993,,Mel Bay,Biography,Sample Description 487,4.5,2:00,5:14,0871660903,3:04
"The Ultimate Guitar Chord Big Book: Over 100,000 Chords!",1:00,404,4:00,total:0,1,1,Alfred Music,0,1998,,Don Latarski,Self-Help,Sample Description 488,0,2:00,5:00,0769232752,3:00
"Complete Book of Guitar Chords, Scales, and Arpeggios",1:01,294,4:03,total:16,1,9,"Mel Bay Publications, Inc.",2,1992,,William Bay,History,Sample Description 489,3.94,2:00,5:07,156222526X,3:05
Mel Bay's Guide to Guitar Chord Progression,1:00,56,4:00,total:0,2,12,"Mel Bay Publications, Inc.",0,1998,,Mike Christiansen,Science,Sample Description 490,0,2:00,5:00,0786635282,3:00
Mel Bay's Deluxe Encyclopedia of Guitar Chords,1:00,144,4:06,total:17,1,4,"Mel Bay Publications, Inc.",2,1971,,William Bay,Fntasy,Sample Description 491,4.53,2:00,5:10,0871666642,3:01
Jazz Guitar Chord System: Private Lessons Series,1:00,16,4:01,total:4,1,1,Musicians Institute,0,1999,,Scott Henderson,Biography,Sample Description 492,4.75,2:00,5:03,0793591651,3:00
The First Stage Guitar Chord Chart: Learn How to Play the Most Commonly Played Guitar Chords!,1:01,8,4:05,total:20,1,1,First Stage Concepts,0,2006,,Chris Lopez,Self-Help,Sample Description 493,3.2,2:01,5:01,0966771915,3:12
Jazz Guitar Chord Workout,1:00,23,4:00,total:0,1,7,Mel Bay Publications,0,2004,,Corey Christiansen,History,Sample Description 494,0,2:00,5:00,0786671513,3:00
The Beatles Guitar Chord Songbook: A-I (Guitar Chord Songbooks),1:00,232,4:01,total:8,1,1,Hal Leonard,0,2003,,The Beatles,Science,Sample Description 495,4.25,2:01,5:05,0634053396,3:01
The Compact Rock Guitar Chord Reference,1:00,48,4:00,total:0,1,12,Amsco Music,0,1999,,Len Vogler,Fntasy,Sample Description 496,0,2:00,5:00,0825613876,3:00
The Guitar Three-Chord Songbook: Play 50 Rock Hits with Only 3 Easy Chords,1:00,98,4:02,total:8,1,8,Hal Leonard Publishing Corporation,0,2002,,Songbook,Biography,Sample Description 497,3.88,2:01,5:03,0634049941,3:02
The Advanced Guitar Case Chord Book: Compact Reference Library,1:00,68,4:01,total:3,1,10,Music Sales,0,1992,,Askold Buk,Self-Help,Sample Description 498,3.33,2:00,5:00,0825612438,3:02
Guitar Chord Guru: The Chord Book - Your Guide for Success!,1:00,112,4:06,total:16,1,2,Creative Concepts,1,2000,,Karl Aranjo,History,Sample Description 499,4.25,2:00,5:07,1569221596,3:03
Children's Songs: Guitar Chord Songbook,1:00,148,4:01,total:2,1,9,Hal Leonard Publishing Corporation,0,2002,,Hal Leonard Publishing Company,Science,Sample Description 500,4.5,2:00,5:01,0634050605,3:00
Guitar Chord Songbook: Classic Rock,1:00,237,4:02,total:4,1,8,Hal Leonard Publishing Corporation,0,2005,,Hal Leonard Publishing Company,Fntasy,Sample Description 501,4,2:00,5:01,0634060651,3:01
The Guitar Chord Deck,1:00,45,4:00,total:2,1,12,Music Sales,0,1999,,Ed Lozano,Biography,Sample Description 502,5,2:00,5:02,0825617545,3:00
Guitar Picture Chords in Color,1:00,56,4:00,total:3,1,8,Music Sales,0,2001,,Ed Lozano,Self-Help,Sample Description 503,5,2:00,5:03,0825618932,3:00
Collected Stories,0.083333333,352,2.061805556,total:7433,13,5,Harper Perennial Modern Classics,182,2008,eng,Gabriel García Márquez,History,Sample Description 504,4.19,0.235416667,2.45625,0060932686,0.95
Crónica de una muerte anunciada,0.916666667,118,4:46431,total:113971,14,10,Vintage Espanol,435,2003,spa,Gabriel García Márquez,Science,Sample Description 505,3.9699999999999998,3.834722222,5:36126,1400034957,3:24752
Del amor y otros demonios,0.397916667,176,4:21356,total:52900,7,2,Plaza y Janes,289,2006,spa,Gabriel García Márquez,Fntasy,Sample Description 506,3.98,1.66875,5:16913,0307350444,3:11835
Living to Tell the Tale,0.138194444,533,2.513888889,total:9095,12,10,Vintage,47,2004,eng,Gabriel García Márquez,Biography,Sample Description 507,3.99,0.427777778,2.441666667,140003454X,1.419444444
Memoria de mis putas tristes,1.243055556,112,4:23390,total:65177,19,10,Vintage Espanol,387,2004,spa,Gabriel García Márquez,Self-Help,Sample Description 508,3.6,4.369444444,5:12590,1400095808,3:21295
Gabriel Garcia Marquez,1:00,176,4:05,total:10,1,12,MacMillan Publishing Company,0,1984,,Raymond L. Williams,History,Sample Description 509,3.8,2:01,5:02,0805765972,3:02
The Presence of Hemingway in the Short Fiction of Gabriel Garcia Marquez,1:00,50,4:02,total:4,31,12,York Press,0,1994,,Harley D. Oberhelman,Science,Sample Description 510,3.5,2:00,5:00,091996690X,3:02
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",1.384722222,425,4:31228,total:83528,2,9,Vintage Books USA,1055,2004,eng,Brian Greene,Fntasy,Sample Description 511,4.07,2.402777778,5:32692,0375708111,3:14334
Science and Sensibility: The Elegant Logic of the Universe,1:00,233,4:04,total:15,30,7,Prometheus Books,1,2004,,Keith J. Laidler,Biography,Sample Description 512,3.6,2:03,5:04,1591021383,3:04
Buddhism Pure and Simple,1:01,140,4:13,total:31,1,5,Weatherhill,1,2001,,Hsing Yun,Self-Help,Sample Description 513,4.26,2:00,5:14,0834804824,3:03
Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,1:00,288,4:20,total:52,15,5,Wisdom Publications,6,2005,eng,Upasika Kee Nanayon,History,Sample Description 514,4.27,2:00,5:23,086171492X,3:09
Buddhism Plain and Simple,0.088888889,176,1.884722222,total:6760,29,12,Harmony,377,1998,,Steve Hagen,Science,Sample Description 515,4.08,0.280555556,2.038194444,0767903323,1.027083333
Buddhism Is Not What You Think: Finding Freedom Beyond Beliefs,1:13,272,0.415972222,total:1015,29,9,HarperOne,65,2009,,Steve Hagen,Fntasy,Sample Description 516,4.09,2:45,0.490972222,0060730579,0.257638889
The Path to Buddha: A Tibetan Pilgrimage,1:00,144,4:16,total:37,18,11,Phaidon Press,2,2003,,Steve McCurry,Biography,Sample Description 517,4.19,2:00,5:14,0714843466,3:07
The Shaolin Way: 10 Modern Secrets of Survival from a Shaolin Grandmaster,1:03,272,4:17,total:53,2,8,HarperEntertainment,11,2005,,Steve DeMasco,Self-Help,Sample Description 518,3.26,2:09,5:06,0060574569,3:18
"Meditation, Compassion & Lovingkindness: An Approach to Vipassana Practice",1:00,211,4:01,total:3,1,1,Weiser Books,1,1996,,Steve Weissman,History,Sample Description 519,3.33,2:00,5:00,0877288526,3:02
Now Zen,1:02,83,4:11,total:31,1,1,HarperOne,2,1995,,Charlotte Joko Beck,Science,Sample Description 520,4.06,2:00,5:13,0062511734,3:05
The Rough Guide to London,1:01,633,4:47,total:108,3,11,Rough Guides,0,2003,,Rob Humphreys,Fntasy,Sample Description 521,4.02,2:03,5:34,1843530937,3:23
The Mini Rough Guide to London,1:00,363,4:05,total:8,1,4,Rough Guides,0,2006,eng,Rob Humphreys,Biography,Sample Description 522,3.75,2:01,5:01,184353584X,3:01
The Rough Guide to London Restaurants 2004 6,1:01,544,4:47,total:108,17,11,Rough Guides,0,2003,,Charles Campion,Self-Help,Sample Description 523,4.02,2:03,5:34,184353097X,3:23
The Rough Guide to Walks in London and Southeast England,1:00,288,4:05,total:13,17,11,Rough Guides,1,2003,,Helena Smith,History,Sample Description 524,4.15,2:00,5:05,1858289386,3:03
Rough Guide Directions: London,1:00,176,4:02,total:5,27,5,Rough Guides Limited,3,2004,,Rob Humphreys,Science,Sample Description 525,3.8,2:00,5:01,1843533162,3:02
London: City Guide (Lonely Planet City Guide),1:06,466,0.385416667,total:718,1,1,,4,2006,eng,Lonely Planet,Fntasy,Sample Description 526,4.03,2:17,0.366666667,1740598318,0.230555556
Best of London (Lonely Planet Best Of),1:00,128,4:12,total:31,1,9,Lonely Planet,0,2004,eng,Lonely Planet,Biography,Sample Description 527,3.87,2:05,5:10,1740594770,3:04
London,1:06,400,0.385416667,total:718,1,3,,0,2002,eng,Lonely Planet,Self-Help,Sample Description 528,4.03,2:17,0.366666667,186450353X,0.230555556
Lonely Planet Londres,1:06,480,0.385416667,total:718,1,5,Geoplaneta,0,2006,spa,Lonely Planet,History,Sample Description 529,4.03,2:17,0.366666667,8408064762,0.230555556
Out to Eat London 2001 (Lonely Planet),1:00,320,4:00,total:1,1,9,Lonely Planet,0,2000,,Lonely Planet,Science,Sample Description 530,3,2:00,5:00,1864500832,3:01
Out to Eat London 2002 (Lonely Planet Out to Eat),1:00,295,4:00,total:1,1,9,Lonely Planet,0,2001,eng,Lonely Planet,Fntasy,Sample Description 531,3,2:00,5:00,1740592050,3:01
Lo mejor de Londres (Lonely Planet Best Of),1:00,128,4:12,total:31,1,5,Lonely Planet,0,2005,,Lonely Planet,Biography,Sample Description 532,3.87,2:05,5:10,8408056131,3:04
"Thai Massage Manual: Natural Therapy for Flexibility, Relaxation, and Energy Balance",1:00,144,4:10,total:21,1,8,Sterling,3,2005,,Maria Mercati,Self-Help,Sample Description 533,4.05,2:00,5:06,1402728514,3:05
Encyclopedia of Thai Massage,1:00,255,4:23,total:77,1,10,Findhorn Press,3,2004,,C. Pierce Salguero,History,Sample Description 534,4.25,2:01,5:37,1844090299,3:16
Thai Massage: Sacred Body Work,1:00,288,4:11,total:26,5,1,Avery,3,2004,,Ananda  Apfelbaum,Science,Sample Description 535,4.31,2:01,5:12,1583331689,3:02
Thai Yoga Massage: A Dynamic Therapy for Physical Well-Being and Spiritual Energy,1:00,160,4:17,total:35,9,3,Healing Arts Press,0,2004,,Kam Thye Chow,Fntasy,Sample Description 536,3.89,2:02,5:08,0892811463,3:08
Thai Massage,1:00,128,4:02,total:8,8,2,Lorenz Books,0,2005,,Nicky  Smith,Biography,Sample Description 537,3.62,2:01,5:02,0754814742,3:03
Nuad Thai: Traditional Thai Massage,1:00,112,4:00,total:3,15,11,Healing Tao Books,0,2005,,Max Chia,Self-Help,Sample Description 538,3.67,2:00,5:01,0935621032,3:02
Thai Massage: A Traditional Medical Technique,1:00,240,4:05,total:14,1,10,Mosby,1,2006,,Richard Gold,History,Sample Description 539,4.07,2:00,5:05,0323041388,3:04
"Three Nights in August: Strategy, Heartbreak, and Joy Inside the Mind of a Manager",0.210416667,287,1.953472222,total:7380,4,4,Mariner Books,238,2006,eng,H.G. Bissinger,Science,Sample Description 540,3.88,0.397222222,1.901388889,0618710531,1.2875
Cryptonomicon,1.080555556,1139,4:30796,total:95487,1,11,Avon,4272,2002,eng,Neal Stephenson,Fntasy,Sample Description 541,4.25,2.519444444,5:47364,0060512806,3:12323
"Le Code Enigma (Cryptonomicon, #1)",1:19,546,0.345138889,total:736,14,11,Le Livre de Poche,0,2001,fre,Neal Stephenson,Biography,Sample Description 542,4.04,2:39,0.410416667,,0.215277778
"Le Réseau Kinakuta (Cryptonomicon, #2)",1:05,418,0.288194444,total:474,31,3,Payot,0,2001,fre,Neal Stephenson,Self-Help,Sample Description 543,4.11,2:17,0.338888889,2228894168,0.186805556
"The Confusion (The Baroque Cycle, #2)",0.150694444,815,5.598611111,total:21761,14,6,William Morrow Paperbacks,569,2005,en-US,Neal Stephenson,History,Sample Description 544,4.26,0.525,5:10256,0060733357,2.131944444
"Quicksilver (The Baroque Cycle, #1)",0.803472222,927,4:12076,total:34917,21,9,HarperCollins Perennial,1744,2004,eng,Neal Stephenson,Science,Sample Description 545,3.93,1.856944444,5:12590,0060593083,4.708333333
The Cobweb,1:21,448,0.995138889,total:2913,31,5,Spectra Books,137,2005,eng,Neal Stephenson,Fntasy,Sample Description 546,3.61,0.224305556,0.499305556,0553383442,0.872916667
The Big U,0.158333333,308,1.105555556,total:4882,6,2,William Morrow Paperbacks,224,2001,en-US,Neal Stephenson,Biography,Sample Description 547,3.26,0.634722222,0.563888889,0380816032,1.552777778
"The Diamond Age: Or, A Young Lady's Illustrated Primer",0.580555556,499,4:28073,total:78193,2,5,Spectra,2785,2000,eng,Neal Stephenson,Self-Help,Sample Description 548,4.19,1.972222222,5:34568,0553380966,3:12056
Interface,1:57,640,1.665972222,total:5387,31,5,Spectra,272,2005,eng,Neal Stephenson,History,Sample Description 549,3.68,0.329166667,0.899305556,0553383434,1.390277778
"Odalisque (The Baroque Cycle, Vol. 1, Book 3)",1:08,464,0.59375,total:1684,28,3,HarperTorch,67,2006,en-US,Neal Stephenson,Science,Sample Description 550,4.2,2:58,0.720833333,0060833181,0.309027778
Snow Crash,6.095138889,438,4:74135,total:225673,2,8,Bantam Books,6621,2000,eng,Neal Stephenson,Fntasy,Sample Description 551,4.03,2:12229,5:94251,0553380958,3:36341
"Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments, Volume II: The Endgame",1:47,450,0.552777778,total:1570,1,6,Two Plus Two Publishing LLC,30,2005,eng,Dan Harrington,Biography,Sample Description 552,4.16,2:42,0.695138889,1880685353,0.280555556
"Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments, Volume I: Strategic Play",1:08,381,0.706944444,total:2113,1,12,Two Plus Two Publishing LLC,73,2004,eng,Dan Harrington,Self-Help,Sample Description 553,4.24,2:33,0.8625,1880685337,0.369444444
The Good Eye,1:00,352,4:00,total:0,26,6,Lulu.com,0,2006,,Dan    Harrington,History,Sample Description 554,0,2:00,5:00,1847280420,3:00
Angelfish,1:00,212,4:00,total:1,24,6,Lulu.com,0,2006,,Dan    Harrington,Science,Sample Description 555,5,2:00,5:01,1847280587,3:00
The Design of Everyday Things,0.205555556,240,6.917361111,total:25607,19,9,Basic Books,1429,2002,eng,Donald A. Norman,Fntasy,Sample Description 556,4.17,0.7,5:10791,0465067107,2.882638889
Emotional Design: Why We Love (or Hate) Everyday Things,0.086111111,272,1.245138889,total:4118,11,5,Basic Books,154,2005,eng,Donald A. Norman,Biography,Sample Description 557,3.95,0.228472222,1.143055556,0465051367,0.781944444
The Psychology of Everyday Things,0.205555556,257,6.917361111,total:25607,13,6,Basic Books,31,1988,eng,Donald A. Norman,Self-Help,Sample Description 558,4.17,0.7,5:10791,0465067093,2.882638889
Doing Things with Things: The Design and Use of Everyday Objects,1:00,256,4:01,total:5,28,9,Routledge,0,2006,,Alan Costall,History,Sample Description 559,2.6,2:03,5:00,0754646564,3:01
